MARQUE,CODE EDI,CODE COMMERCIAL,MODELE COMMERCIAL,BACK OFFICE COMMERCIAL,GÉOMETRIE,DESIGN,INDICE,MATIERE,TRAITEMENT,FLUX COMMERCIAL,COULEUR,PRIX 2*NETS,TAUX DE REMISE GC,PRIX 3*NETS GC,KALIXIA,ITELIS,CARTE BLANCHE,SEVEANE,SANTECLAIRE
CODIR,ANEYRX,ANEY,PRODIR2 15 POLA BR3 ARFA,PRODIR2 15 POLA BR3 ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT,ARFA,RX,BRUN,"33,96€","4,99%","32,27€",,,,,
ORUS,APDMRX,APDM,ORUS INITIAL 15 POLA BRUN 3 ARFA,PRODIR2 15 POLA BR3 ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT,ARFA,RX,BRUN,"29,16€","5,00%","27,70€",,,,,
CODIR,ANE7RX,ANE7,PRODIR2 15 POLA GR3 ARFA,PRODIR2 15 POLA GR3 ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT,ARFA,RX,GRIS,"33,96€","4,99%","32,27€",,,,,
ORUS,APDDRX,APDD,ORUS INITIAL 15 POLA GRIS 3 ARFA,PRODIR2 15 POLA GR3 ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT,ARFA,RX,GRIS,"29,16€","5,00%","27,70€",,,,,
CODIR,ANE3RX,ANE3,PRODIR2 15 POLA G15 ARFA,PRODIR2 15 POLA G15 ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT,ARFA,RX,GRIS US,"33,96€","4,99%","32,27€",,,,,
ORUS,APC4RX,APC4,ORUS INITIAL 15 POLA GRIS US 3 ARFA,PRODIR2 15 POLA G15 ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT,ARFA,RX,GRIS US,"29,16€","5,00%","27,70€",,,,,
CODIR,ANEZRX,ANEZ,PRODIR2 15 POLA BR3 ARFA 80,PRODIR2 15 POLA BR3 ARFA 80,PROGRESSIF,PRODIR2,"1,5",POLARISANT DIAMETRE 80,ARFA,RX,BRUN,"37,40€","4,99%","35,53€",,,,,
CODIR,ANE8RX,ANE8,PRODIR2 15 POLA GR3 ARFA 80,PRODIR2 15 POLA GR3 ARFA 80,PROGRESSIF,PRODIR2,"1,5",POLARISANT DIAMETRE 80,ARFA,RX,GRIS,"37,40€","4,99%","35,53€",,,,,
CODIR,07JVRX,7JV,PRODIR2 15 POLA DEGRADE BRUN-GRIS 85/70,PRODIR2 15 POLA DEGRADE BRUN-GRIS 85/70,PROGRESSIF,PRODIR2,"1,5",POLARISANT DEGRADE,NU,RX,BRUN-GRIS,"27,09€","5,01%","25,73€",,,,,
ORUS,ATPCRX,ATPC,ORUS INITIAL 15 POLA DEGRADE BRUN-GRIS 85/70,PRODIR2 15 POLA DEGRADE BRUN-GRIS 85/70,PROGRESSIF,PRODIR2,"1,5",POLARISANT DEGRADE,NU,RX,BRUN-GRIS,"23,26€","5,00%","22,10€",,,,,
CODIR,07JURX,7JU,PRODIR2 15 POLA DEGRADE GRIS 85/70,PRODIR2 15 POLA DEGRADE GRIS 85/70,PROGRESSIF,PRODIR2,"1,5",POLARISANT DEGRADE,NU,RX,GRIS,"27,09€","5,01%","25,73€",,,,,
ORUS,ATPDRX,ATPD,ORUS INITIAL 15 POLA DEGRADE GRIS 85/70,PRODIR2 15 POLA DEGRADE GRIS 85/70,PROGRESSIF,PRODIR2,"1,5",POLARISANT DEGRADE,NU,RX,GRIS,"23,26€","5,00%","22,10€",,,,,
CODIR,07JXRX,7JX,PRODIR2 15 POLA DEGRADE BRUN-GRIS 85/70 DYMIC,PRODIR2 15 POLA DEGRADE BRUN-GRIS 85/70 DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT DEGRADE,DYMIC,RX,BRUN-GRIS,"32,04€","4,99%","30,44€",,,,,
ORUS,ATPERX,ATPE,ORUS INITIAL 15 POLA DEGRADE BRUN-GRIS 85/70 DYMIC,PRODIR2 15 POLA DEGRADE BRUN-GRIS 85/70 DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT DEGRADE,DYMIC,RX,BRUN-GRIS,"27,20€","5,00%","25,84€",,,,,
CODIR,07JWRX,7JW,PRODIR2 15 POLA DEGRADE GRIS 85/70 DYMIC,PRODIR2 15 POLA DEGRADE GRIS 85/70 DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT DEGRADE,DYMIC,RX,GRIS,"32,04€","4,99%","30,44€",,,,,
ORUS,ATPFRX,ATPF,ORUS INITIAL 15 POLA DEGRADE GRIS 85/70 DYMIC,PRODIR2 15 POLA DEGRADE GRIS 85/70 DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT DEGRADE,DYMIC,RX,GRIS,"27,20€","5,00%","25,84€",,,,,
CODIR,07KARX,7KA,PRODIR2 15 POLA DEGRADE BRUN-GRIS 85/70 ARFA,PRODIR2 15 POLA DEGRADE BRUN-GRIS 85/70 ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT DEGRADE,ARFA,RX,BRUN-GRIS,"42,21€","4,99%","40,10€",,,,,
ORUS,ATPGRX,ATPG,ORUS INITIAL 15 POLA DEGRADE BRUN-GRIS 85/70 ARFA,PRODIR2 15 POLA DEGRADE BRUN-GRIS 85/70 ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT DEGRADE,ARFA,RX,BRUN-GRIS,"36,24€","5,00%","34,43€",,,,,
CODIR,07JYRX,7JY,PRODIR2 15 POLA DEGRADE GRIS 85/70 ARFA,PRODIR2 15 POLA DEGRADE GRIS 85/70 ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT DEGRADE,ARFA,RX,GRIS,"42,21€","4,99%","40,10€",,,,,
ORUS,ATPHRX,ATPH,ORUS INITIAL 15 POLA DEGRADE GRIS 85/70 ARFA,PRODIR2 15 POLA DEGRADE GRIS 85/70 ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT DEGRADE,ARFA,RX,GRIS,"36,24€","5,00%","34,43€",,,,,
CODIR,07JORX,7JO,PRODIR2 15 POLA BRUN MIROITE GOLD,PRODIR2 15 POLA BRUN MIROITE GOLD,PROGRESSIF,PRODIR2,"1,5",POLARISANT MIROITE,NU,RX,BRUN MIROITÉ GOLD,"35,34€","5,01%","33,57€",,,,,
ORUS,ATPIRX,ATPI,ORUS INITIAL 15 POLA BRUN MIROITE GOLD,PRODIR2 15 POLA BRUN MIROITE GOLD,PROGRESSIF,PRODIR2,"1,5",POLARISANT MIROITE,NU,RX,BRUN MIROITÉ GOLD,"30,34€","5,00%","28,82€",,,,,
CODIR,07JPRX,7JP,PRODIR2 15 POLA GRIS MIROITE SILVER,PRODIR2 15 POLA GRIS MIROITE SILVER,PROGRESSIF,PRODIR2,"1,5",POLARISANT MIROITE,NU,RX,GRIS MIROITÉ SILVER,"35,34€","5,01%","33,57€",,,,,
ORUS,ATPJRX,ATPJ,ORUS INITIAL 15 POLA GRIS MIROITE SILVER,PRODIR2 15 POLA GRIS MIROITE SILVER,PROGRESSIF,PRODIR2,"1,5",POLARISANT MIROITE,NU,RX,GRIS MIROITÉ SILVER,"30,34€","5,00%","28,82€",,,,,
CODIR,07JQRX,7JQ,PRODIR2 15 POLA GRIS MIROITE BLUE,PRODIR2 15 POLA GRIS MIROITE BLUE,PROGRESSIF,PRODIR2,"1,5",POLARISANT MIROITE,NU,RX,GRIS MIROITÉ BLUE,"35,34€","5,01%","33,57€",,,,,
ORUS,ATPKRX,ATPK,ORUS INITIAL 15 POLA GRIS MIROITE BLUE,PRODIR2 15 POLA GRIS MIROITE BLUE,PROGRESSIF,PRODIR2,"1,5",POLARISANT MIROITE,NU,RX,GRIS MIROITÉ BLUE,"30,34€","5,00%","28,82€",,,,,
CODIR,APQNRX,APQN,PRODIR2 15 POLA BRUN MIROITE GOLD DYMIC,PRODIR2 15 POLA BRUN MIROITE GOLD DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT MIROITE,DYMIC,RX,BRUN MIROITÉ GOLD,"40,51€","4,99%","38,49€",,,,,
ORUS,ATPLRX,ATPL,ORUS INITIAL 15 POLA BRUN MIROITE GOLD DYMIC,PRODIR2 15 POLA BRUN MIROITE GOLD DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT MIROITE,DYMIC,RX,BRUN MIROITÉ GOLD,"34,39€","5,00%","32,67€",,,,,
CODIR,APQRRX,APQR,PRODIR2 15 POLA GRIS MIROITE SILVER DYMIC,PRODIR2 15 POLA GRIS MIROITE SILVER DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT MIROITE,DYMIC,RX,GRIS MIROITÉ SILVER,"40,51€","4,99%","38,49€",,,,,
ORUS,ATPMRX,ATPM,ORUS INITIAL 15 POLA GRIS MIROITE SILVER DYMIC,PRODIR2 15 POLA GRIS MIROITE SILVER DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT MIROITE,DYMIC,RX,GRIS MIROITÉ SILVER,"34,39€","5,00%","32,67€",,,,,
CODIR,APQPRX,APQP,PRODIR2 15 POLA GRIS MIROITE BLUE DYMIC,PRODIR2 15 POLA GRIS MIROITE BLUE DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT MIROITE,DYMIC,RX,GRIS MIROITÉ BLUE,"40,51€","4,99%","38,49€",,,,,
ORUS,ATPNRX,ATPN,ORUS INITIAL 15 POLA GRIS MIROITE BLUE DYMIC,PRODIR2 15 POLA GRIS MIROITE BLUE DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT MIROITE,DYMIC,RX,GRIS MIROITÉ BLUE,"34,39€","5,00%","32,67€",,,,,
CODIR,APQMRX,APQM,PRODIR2 15 POLA BRUN MIROITE GOLD ARFA,PRODIR2 15 POLA BRUN MIROITE GOLD ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT MIROITE,ARFA,RX,BRUN MIROITÉ GOLD,"50,46€","5,00%","47,94€",,,,,
ORUS,ATPORX,ATPO,ORUS INITIAL 15 POLA BRUN MIROITE GOLD ARFA,PRODIR2 15 POLA BRUN MIROITE GOLD ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT MIROITE,ARFA,RX,BRUN MIROITÉ GOLD,"43,33€","5,00%","41,16€",,,,,
CODIR,APQQRX,APQQ,PRODIR2 15 POLA GRIS MIROITE SILVER ARFA,PRODIR2 15 POLA GRIS MIROITE SILVER ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT MIROITE,ARFA,RX,GRIS MIROITÉ SILVER,"50,46€","5,00%","47,94€",,,,,
ORUS,ATPPRX,ATPP,ORUS INITIAL 15 POLA GRIS MIROITE SILVER ARFA,PRODIR2 15 POLA GRIS MIROITE SILVER ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT MIROITE,ARFA,RX,GRIS MIROITÉ SILVER,"43,33€","5,00%","41,16€",,,,,
CODIR,APQORX,APQO,PRODIR2 15 POLA GRIS MIROITE BLUE ARFA,PRODIR2 15 POLA GRIS MIROITE BLUE ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT MIROITE,ARFA,RX,GRIS MIROITÉ BLUE,"50,46€","5,00%","47,94€",,,,,
ORUS,ATPQRX,ATPQ,ORUS INITIAL 15 POLA GRIS MIROITE BLUE ARFA,PRODIR2 15 POLA GRIS MIROITE BLUE ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT MIROITE,ARFA,RX,GRIS MIROITÉ BLUE,"43,33€","5,00%","41,16€",,,,,
CODIR,ANFMRX,ANFM,PRODIR2 15 SC POLA BR3,PRODIR2 15 SC POLA BR3,PROGRESSIF,PRODIR2,"1,5",POLARISANT,NU,RX,BRUN,"18,84€","5,00%","17,90€",,,,,
ORUS,ATR2RX,ATR2,ORUS INITIAL 15 SC POLA BRUN 3,PRODIR2 15 SC POLA BR3,PROGRESSIF,PRODIR2,"1,5",POLARISANT,NU,RX,BRUN,"16,17€","5,00%","15,36€",,,,,
CODIR,ANFVRX,ANFV,PRODIR2 15 SC POLA GR3,PRODIR2 15 SC POLA GR3,PROGRESSIF,PRODIR2,"1,5",POLARISANT,NU,RX,GRIS,"18,84€","5,00%","17,90€",,,,,
ORUS,ATR8RX,ATR8,ORUS INITIAL 15 SC POLA GRIS 3,PRODIR2 15 SC POLA GR3,PROGRESSIF,PRODIR2,"1,5",POLARISANT,NU,RX,GRIS,"16,17€","5,00%","15,36€",,,,,
CODIR,ANFSRX,ANFS,PRODIR2 15 SC POLA G15,PRODIR2 15 SC POLA G15,PROGRESSIF,PRODIR2,"1,5",POLARISANT,NU,RX,GRIS US,"18,84€","5,00%","17,90€",,,,,
ORUS,ATR5RX,ATR5,ORUS INITIAL 15 SC POLA GRIS US 3,PRODIR2 15 SC POLA G15,PROGRESSIF,PRODIR2,"1,5",POLARISANT,NU,RX,GRIS US,"16,17€","5,00%","15,36€",,,,,
CODIR,ANFQRX,ANFQ,PRODIR2 15 SC POLA BR3 DYMIC,PRODIR2 15 SC POLA BR3 DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT,DYMIC,RX,BRUN,"23,57€","4,99%","22,39€",,,,,
ORUS,ATR4RX,ATR4,ORUS INITIAL 15 SC POLA BRUN 3 DYMIC,PRODIR2 15 SC POLA BR3 DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT,DYMIC,RX,BRUN,"20,01€","5,00%","19,01€",,,,,
CODIR,ANFZRX,ANFZ,PRODIR2 15 SC POLA GR3 DYMIC,PRODIR2 15 SC POLA GR3 DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT,DYMIC,RX,GRIS,"23,57€","4,99%","22,39€",,,,,
ORUS,ATSARX,ATSA,ORUS INITIAL 15 SC POLA GRIS 3 DYMIC,PRODIR2 15 SC POLA GR3 DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT,DYMIC,RX,GRIS,"20,01€","5,00%","19,01€",,,,,
CODIR,ANFURX,ANFU,PRODIR2 15 SC POLA G15 DYMIC,PRODIR2 15 SC POLA G15 DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT,DYMIC,RX,GRIS US,"23,57€","4,99%","22,39€",,,,,
ORUS,ATR7RX,ATR7,ORUS INITIAL 15 SC POLA GRIS US 3 DYMIC,PRODIR2 15 SC POLA G15 DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT,DYMIC,RX,GRIS US,"20,01€","5,00%","19,01€",,,,,
CODIR,ANFORX,ANFO,PRODIR2 15 SC POLA BR3 ARFA,PRODIR2 15 SC POLA BR3 ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT,ARFA,RX,BRUN,"33,96€","4,99%","32,27€",,,,,
ORUS,ATR3RX,ATR3,ORUS INITIAL 15 SC POLA BRUN 3 ARFA,PRODIR2 15 SC POLA BR3 ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT,ARFA,RX,BRUN,"29,16€","5,00%","27,70€",,,,,
CODIR,ANFXRX,ANFX,PRODIR2 15 SC POLA GR3 ARFA,PRODIR2 15 SC POLA GR3 ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT,ARFA,RX,GRIS,"33,96€","4,99%","32,27€",,,,,
ORUS,ATR9RX,ATR9,ORUS INITIAL 15 SC POLA GRIS 3 ARFA,PRODIR2 15 SC POLA GR3 ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT,ARFA,RX,GRIS,"29,16€","5,00%","27,70€",,,,,
CODIR,ANFTRX,ANFT,PRODIR2 15 SC POLA G15 ARFA,PRODIR2 15 SC POLA G15 ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT,ARFA,RX,GRIS US,"33,96€","4,99%","32,27€",,,,,
ORUS,ATR6RX,ATR6,ORUS INITIAL 15 SC POLA GRIS US 3 ARFA,PRODIR2 15 SC POLA G15 ARFA,PROGRESSIF,PRODIR2,"1,5",POLARISANT,ARFA,RX,GRIS US,"29,16€","5,00%","27,70€",,,,,
CODIR,AOF0RX,AOF0,PRODIR2 16 SUV DYMIC,PRODIR2 16 SUV DYMIC,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",DYMIC,RX,BLANC,"21,10€","5,02%","20,04€",,,,,
ORUS,APHHRX,APHH,ORUS INITIAL 16 SUV DYMIC,PRODIR2 16 SUV DYMIC,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",DYMIC,RX,BLANC,"17,52€","5,00%","16,64€",,,,,
CODIR,AOF1RX,AOF1,PRODIR2 16 SUV SCINTIL,PRODIR2 16 SUV SCINTIL,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",SCINTIL,RX,BLANC,"26,56€","5,01%","25,23€",,,,,
ORUS,APLPRX,APLP,ORUS INITIAL 16 SUV SCINTIL,PRODIR2 16 SUV SCINTIL,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",SCINTIL,RX,BLANC,"22,38€","5,00%","21,26€",,,,,
CODIR,AOF2RX,AOF2,PRODIR2 16 SUV MISTRAL,PRODIR2 16 SUV MISTRAL,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",MISTRAL,RX,BLANC,"34,74€","5,01%","33,00€",,,,,
ORUS,APHLRX,APHL,ORUS INITIAL 16 SUV MISTRAL,PRODIR2 16 SUV MISTRAL,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",MISTRAL,RX,BLANC,"29,27€","5,00%","27,81€",,,,,
CODIR,AOF3RX,AOF3,PRODIR2 16 SUV E-PROTECT,PRODIR2 16 SUV E-PROTECT,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",E-PROTECT,RX,BLANC,"36,17€","4,99%","34,37€",,,,,
ORUS,APHNRX,APHN,ORUS INITIAL 16 SUV E-PROTECT,PRODIR2 16 SUV E-PROTECT,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",E-PROTECT,RX,BLANC,"30,48€","5,00%","28,96€",,,,,
CODIR,AOF4RX,AOF4,PRODIR2 16 SUV QUATTRO UV,PRODIR2 16 SUV QUATTRO UV,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",QUATTRO UV,RX,BLANC,"37,61€","5,00%","35,73€",,,,,
ORUS,API6RX,API6,ORUS INITIAL 16 SUV QUATTRO UV,PRODIR2 16 SUV QUATTRO UV,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",QUATTRO UV,RX,BLANC,"31,69€","5,00%","30,11€",,,,,
CODIR,AOF5RX,AOF5,PRODIR2 16 SUV B-PROTECT,PRODIR2 16 SUV B-PROTECT,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",B-PROTECT,RX,BLANC,"41,92€","5,01%","39,82€",,,,,
ORUS,ATPRRX,ATPR,ORUS INITIAL 16 SUV B-PROTECT,PRODIR2 16 SUV B-PROTECT,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",B-PROTECT,RX,BLANC,"35,32€","5,00%","33,55€",,,,,
CODIR,AOGQRX,AOGQ,PRODIR2 16 SUV SC DYMIC,PRODIR2 16 SUV SC DYMIC,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",DYMIC,RX,BLANC,"21,10€","5,02%","20,04€",,,,,
ORUS,ATPSRX,ATPS,ORUS INITIAL 16 SUV SC DYMIC,PRODIR2 16 SUV SC DYMIC,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",DYMIC,RX,BLANC,"17,52€","5,00%","16,64€",,,,,
CODIR,AOGRRX,AOGR,PRODIR2 16 SUV SC SCINTIL,PRODIR2 16 SUV SC SCINTIL,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",SCINTIL,RX,BLANC,"26,56€","5,01%","25,23€",,,,,
ORUS,ATPTRX,ATPT,ORUS INITIAL 16 SUV SC SCINTIL,PRODIR2 16 SUV SC SCINTIL,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",SCINTIL,RX,BLANC,"22,38€","5,00%","21,26€",,,,,
CODIR,AOGSRX,AOGS,PRODIR2 16 SUV SC MISTRAL,PRODIR2 16 SUV SC MISTRAL,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",MISTRAL,RX,BLANC,"34,74€","5,01%","33,00€",,,,,
ORUS,ATPURX,ATPU,ORUS INITIAL 16 SUV SC MISTRAL,PRODIR2 16 SUV SC MISTRAL,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",MISTRAL,RX,BLANC,"29,27€","5,00%","27,81€",,,,,
CODIR,AOGTRX,AOGT,PRODIR2 16 SUV SC E-PROTECT,PRODIR2 16 SUV SC E-PROTECT,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",E-PROTECT,RX,BLANC,"36,17€","4,99%","34,37€",,,,,
ORUS,ATPVRX,ATPV,ORUS INITIAL 16 SUV SC E-PROTECT,PRODIR2 16 SUV SC E-PROTECT,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",E-PROTECT,RX,BLANC,"30,48€","5,00%","28,96€",,,,,
CODIR,AOGURX,AOGU,PRODIR2 16 SUV SC QUATTRO UV,PRODIR2 16 SUV SC QUATTRO UV,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",QUATTRO UV,RX,BLANC,"37,61€","5,00%","35,73€",,,,,
ORUS,ATPWRX,ATPW,ORUS INITIAL 16 SUV SC QUATTRO UV,PRODIR2 16 SUV SC QUATTRO UV,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",QUATTRO UV,RX,BLANC,"31,69€","5,00%","30,11€",,,,,
CODIR,AOGVRX,AOGV,PRODIR2 16 SUV SC B-PROTECT,PRODIR2 16 SUV SC B-PROTECT,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",B-PROTECT,RX,BLANC,"41,92€","5,01%","39,82€",,,,,
ORUS,ATPXRX,ATPX,ORUS INITIAL 16 SUV SC B-PROTECT,PRODIR2 16 SUV SC B-PROTECT,PROGRESSIF,PRODIR2,"1,6","BLANC SUV > 1,5",B-PROTECT,RX,BLANC,"35,32€","5,00%","33,55€",,,,,
CODIR,AOGCRX,AOGC,PRODIR2 16 SABR DYMIC,PRODIR2 16 SABR DYMIC,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,DYMIC,RX,BRUN,"36,25€","5,01%","34,43€",,,,,
ORUS,API8RX,API8,ORUS INITIAL 16 SABR DYMIC,PRODIR2 16 SABR DYMIC,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,DYMIC,RX,BRUN,"30,52€","5,00%","28,99€",,,,,
CODIR,AOGDRX,AOGD,PRODIR2 16 SAGR DYMIC,PRODIR2 16 SAGR DYMIC,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,DYMIC,RX,GRIS,"36,25€","5,01%","34,43€",,,,,
ORUS,APJARX,APJA,ORUS INITIAL 16 SAGR DYMIC,PRODIR2 16 SAGR DYMIC,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,DYMIC,RX,GRIS,"30,52€","5,00%","28,99€",,,,,
CODIR,AOGERX,AOGE,PRODIR2 16 SABR SCINTIL,PRODIR2 16 SABR SCINTIL,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,SCINTIL,RX,BRUN,"41,21€","5,00%","39,15€",,,,,
ORUS,APLNRX,APLN,ORUS INITIAL 16 SABR SCINTIL,PRODIR2 16 SABR SCINTIL,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,SCINTIL,RX,BRUN,"35,14€","5,00%","33,38€",,,,,
CODIR,AOGFRX,AOGF,PRODIR2 16 SAGR SCINTIL,PRODIR2 16 SAGR SCINTIL,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,SCINTIL,RX,GRIS,"41,21€","5,00%","39,15€",,,,,
ORUS,APLORX,APLO,ORUS INITIAL 16 SAGR SCINTIL,PRODIR2 16 SAGR SCINTIL,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,SCINTIL,RX,GRIS,"35,14€","5,00%","33,38€",,,,,
CODIR,AOGGRX,AOGG,PRODIR2 16 SABR MISTRAL,PRODIR2 16 SABR MISTRAL,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,MISTRAL,RX,BRUN,"49,18€","5,01%","46,72€",,,,,
ORUS,APJERX,APJE,ORUS INITIAL 16 SABR MISTRAL,PRODIR2 16 SABR MISTRAL,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,MISTRAL,RX,BRUN,"41,93€","5,00%","39,83€",,,,,
CODIR,AOGHRX,AOGH,PRODIR2 16 SAGR MISTRAL,PRODIR2 16 SAGR MISTRAL,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,MISTRAL,RX,GRIS,"49,18€","5,01%","46,72€",,,,,
ORUS,APJGRX,APJG,ORUS INITIAL 16 SAGR MISTRAL,PRODIR2 16 SAGR MISTRAL,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,MISTRAL,RX,GRIS,"41,93€","5,00%","39,83€",,,,,
CODIR,AOGIRX,AOGI,PRODIR2 16 SABR QUATTRO UV,PRODIR2 16 SABR QUATTRO UV,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,QUATTRO UV,RX,BRUN,"51,97€","5,00%","49,37€",,,,,
ORUS,APJIRX,APJI,ORUS INITIAL 16 SABR QUATTRO UV,PRODIR2 16 SABR QUATTRO UV,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,QUATTRO UV,RX,BRUN,"44,31€","5,00%","42,09€",,,,,
CODIR,AOGJRX,AOGJ,PRODIR2 16 SAGR QUATTRO UV,PRODIR2 16 SAGR QUATTRO UV,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,QUATTRO UV,RX,GRIS,"51,97€","5,00%","49,37€",,,,,
ORUS,APJKRX,APJK,ORUS INITIAL 16 SAGR QUATTRO UV,PRODIR2 16 SAGR QUATTRO UV,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,QUATTRO UV,RX,GRIS,"44,31€","5,00%","42,09€",,,,,
CODIR,AOG2RX,AOG2,PRODIR2 16 SC SABR DYMIC,PRODIR2 16 SC SABR DYMIC,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,DYMIC,RX,BRUN,"36,25€","5,01%","34,43€",,,,,
ORUS,ATPYRX,ATPY,ORUS INITIAL 16 SC SABR DYMIC,PRODIR2 16 SC SABR DYMIC,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,DYMIC,RX,BRUN,"30,52€","5,00%","28,99€",,,,,
CODIR,AOG3RX,AOG3,PRODIR2 16 SC SAGR DYMIC,PRODIR2 16 SC SAGR DYMIC,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,DYMIC,RX,GRIS,"36,25€","5,01%","34,43€",,,,,
ORUS,ATPZRX,ATPZ,ORUS INITIAL 16 SC SAGR DYMIC,PRODIR2 16 SC SAGR DYMIC,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,DYMIC,RX,GRIS,"30,52€","5,00%","28,99€",,,,,
CODIR,AOG4RX,AOG4,PRODIR2 16 SC SABR SCINTIL,PRODIR2 16 SC SABR SCINTIL,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,SCINTIL,RX,BRUN,"41,21€","5,00%","39,15€",,,,,
ORUS,ATP0RX,ATP0,ORUS INITIAL 16 SC SABR SCINTIL,PRODIR2 16 SC SABR SCINTIL,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,SCINTIL,RX,BRUN,"35,14€","5,00%","33,38€",,,,,
CODIR,AOG5RX,AOG5,PRODIR2 16 SC SAGR SCINTIL,PRODIR2 16 SC SAGR SCINTIL,PROGRESSIF,PRODIR2,"1,6",SOLACTIVE,SCINTIL,RX,GRIS,"41,21€","5,00%","39,15€",,,,,
